Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator
21AR,UNATNDD,AIRPORT,
33AR,UNATNDD,AIRPORT,
AR67,ALL/ALL/ALL,HELIPORT,Y
0AR0,UNATNDD,HELIPORT,Y
AR51,UNATNDD,HELIPORT,
SLG,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
99A,UNATNDD,AIRPORT,Y
ELD,ALL/SUN/1030-1730,AIRPORT,Y-L
ELD,ALL/MON-FRI/0600-1730,AIRPORT,Y-L
ELD,ALL/SAT/1030-1730,AIRPORT,Y-L
5AR6,UNATNDD,HELIPORT,Y
AR87,UNATNDD,HELIPORT,Y
AR40,UNATNDD,HELIPORT,Y
ASG,ALL/ALL/0600-2100,AIRPORT,Y-L
AR65,UNATNDD,HELIPORT,
55M,UNATNDD,AIRPORT,Y
4AR0,UNATNDD,HELIPORT,Y-L
AR37,ALL/ALL/ALL,HELIPORT,Y
63AR,UNATNDD,AIRPORT,Y
2AR3,UNATNDD,HELIPORT,
32AR,UNATNDD,HELIPORT,Y-L
SGT,NOV-JAN/ALL/0800-2000,AIRPORT,Y
SGT,FEB-OCT/MON-FRI/0800-1600,AIRPORT,Y
AR45,ALL/ALL/ALL,HELIPORT,Y-L
58AR,UNATTND,AIRPORT,
9AR4,UNATNDD,AIRPORT,
15AR,UNATNDD,AIRPORT,
1AR2,ALL/MON-SAT/0800-1700,AIRPORT,
3AR7,UNATNDD,AIRPORT,
TXK,ALL/ALL/0600-2200,AIRPORT,Y-L
75AR,UNATNDD,AIRPORT,Y
61AR,UNATNDD,AIRPORT,Y
HEE,ALL/MON-FRI/DALGT,AIRPORT,Y-L
HEE,ALL/SAT/0800-1200,AIRPORT,Y-L
45AR,UNATNDD,AIRPORT,Y
5AR1,ALL/MON-SAT/0700-1900,AIRPORT,Y
AR22,UNATNDD,AIRPORT,Y
8AR1,UNATNDD,AIRPORT,
17A,UNATTND,AIRPORT,
3AR5,UNATNDD,AIRPORT,Y
5AR2,IREG,AIRPORT,Y
6AR3,UNATNDD,HELIPORT,Y-L
AR29,UNATNDD,HELIPORT,Y
AR48,ALL/ALL/ALL,HELIPORT,Y
AR92,UNATNDD,HELIPORT,
AR78,UNATNDD,HELIPORT,Y
29AR,UNATNDD,HELIPORT,Y
31AR,UNATNDD,HELIPORT,Y
7AR2,UNATNDD,AIRPORT,
1AR7,UNATNDD,HELIPORT,Y-L
M27,UNATNDD,AIRPORT,Y
1AR1,UNATNDD,AIRPORT,
ARG,ALL/M-F/0800-1700,AIRPORT,Y-L
7AR1,UNATNDD,AIRPORT,
AR47,UNATNDD,HELIPORT,Y-L
3M9,UNATNDD,AIRPORT,Y-L
4AR8,UNATNDD,HELIPORT,Y
67AR,ALL/ALL/ALL,AIRPORT,Y
AWM,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L
AWM,ALL/MON-FRI/0700-1900,AIRPORT,Y-L
48AR,UNATNDD,AIRPORT,
AR24,ALL/ALL/ALL,HELIPORT,Y-L
38AR,ALL/ALL/1000-1700,AIRPORT,
22AR,UNATNDD,HELIPORT,
4F8,UNATNDD,AIRPORT,N
54AR,UNATNDD,AIRPORT,
34AR,UNATNDD,AIRPORT,
M60,UNATNDD,AIRPORT,Y-L
CRT,ALL/MON-FRI/IREG,AIRPORT,Y-L
AZ12,UNATNDD,HELIPORT,N
AZ41,ALL/ALL/ALL,HELIPORT,Y
AZ95,UNATNDD,HELIPORT,Y
AZ86,ALL/SAT-SUN/1000-1800,GLIDERPORT,
72AZ,UNATNDD,HELIPORT,
AZ79,UNATNDD,ULTRALIGHT,
2AN2,UNATNDD,HELIPORT,Y-L
A39,ALL/MON-FRI/0800-1700,AIRPORT,Y
AZ14,ALL/ALL/ALL,AIRPORT,Y
AZ78,UNATNDD,AIRPORT,
0AZ0,ALL/ALL/ALL,HELIPORT,Y-L
1AZ3,UNATNDD,HELIPORT,Y-L
6AZ5,UNATNDD,AIRPORT,
7AZ0,UNATNDD,HELIPORT,
P20,ALL/ALL/0800-1700,AIRPORT,Y-L
AN01,UNATNDD,AIRPORT,Y
E51,UNATNDD,AIRPORT,Y
AZ92,ALL/ALL/ALL,HELIPORT,
AZ08,UNATNDD,HELIPORT,Y
3AZ6,UNATNDD,HELIPORT,Y
66AZ,UNATNDD,HELIPORT,Y
AZ77,ALL/ALL/ALL,HELIPORT,Y-L
77AZ,UNATNDD,HELIPORT,Y-L
AZ48,UNATNDD,HELIPORT,Y-L
AZ51,UNATNDD,HELIPORT,Y
31AZ,UNATNDD,AIRPORT,Y
E95,ALL/ALL/ALL,AIRPORT,Y-L
AZ27,ALL/ALL/0900-1700,AIRPORT,Y
AZ94,UNATNDD,HELIPORT,
DUG,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
P04,ALL/ALL/ALL,AIRPORT,Y-L
1AZ0,ALL/MON-FRI/0700-1700,AIRPORT,Y
AZ81,ALL/MON-FRI/0600-1630,HELIPORT,Y-L
1AZ1,ALL/MON-FRI/0800-1700,HELIPORT,
40AZ,UNATNDD,AIRPORT,N
BXK,UNATNDD,AIRPORT,Y-L
AR31,UNATNDD,HELIPORT,N
5AZ7,UNATNDD,AIRPORT,
CGZ,ALL/ALL/0600-1600,AIRPORT,Y-L
0AZ5,IREG,AIRPORT,Y
CHD,ALL/MON-FRI/0500-1700,AIRPORT,Y-L
CHD,ALL/SAT-SUN/0500-1530,AIRPORT,Y-L
AZ76,ALL/ALL/ALL,HELIPORT,Y
58AZ,UNATNDD,AIRPORT,Y
AZ45,IREG,AIRPORT,Y
E91,UNATNDD,AIRPORT,Y-L
Z95,UNATNDD,AIRPORT,Y
AZ17,UNATNDD,AIRPORT,
AZ03,UNATNDD,AIRPORT,Y
P03,ALL/MON-FRI/0630-1630,AIRPORT,Y-L
P33,"ALL/ALL/0800-1700, CLSD HOLS",AIRPORT,Y-L
AZC,ALL/MON-SAT/0800-1800,AIRPORT,Y-L
P08,ALL/MON-FRI/0800-1700,AIRPORT,Y
6AZ6,UNATNDD,HELIPORT,Y
P52,ALL/ALL/0800-1700,AIRPORT,Y-L
AZ59,UNATNDD,HELIPORT,Y-L
AZ66,IREG/IREG/IREG,AIRPORT,Y
DGL,ALL/MON-FRI/0700-1800,AIRPORT,Y-L
73AZ,UNATNDD,AIRPORT,Y
A09,ALL/ALL/0800-1700,AIRPORT,Y-L
27AZ,UNATNDD,AIRPORT,Y-L
99AZ,UNATNDD,AIRPORT,Y
E60,ALL/ALL/0700-1600,AIRPORT,Y-L
AZ67,ALL/FRI-SAT-SUN/0830-DUSK,GLIDERPORT,Y
P01,UNATNDD,AIRPORT,Y-L
E68,ALL/SAT-SUN/0900-DUSK,GLIDERPORT,Y
E68,ALL/MON-FRI/1100-DUSK,GLIDERPORT,Y
2AZ9,ALL/MON-FRI/0800-1600,AIRPORT,Y
AZ26,UNATNDD,AIRPORT,Y-L
FFZ,ALL/ALL/ALL,AIRPORT,Y-L
10AZ,ALL/MON-SAT/0800-1700,AIRPORT,Y
41AZ,UNATNDD,AIRPORT,Y
AZ23,UNATNDD,HELIPORT,N
3AZ0,ALL/ALL/ALL,HELIPORT,Y
FLG,ALL/ALL/ALL,AIRPORT,Y-L
0AZ4,ALL/ALL/DALGT,AIRPORT,Y
26AZ,UNATNDD,AIRPORT,Y
6AZ8,UNATNDD,AIRPORT,Y
E37,ALL/ALL/ALL,AIRPORT,Y
4AZ4,IRREGULARLY,HELIPORT,Y
AZ21,ALL/ALL/ALL,AIRPORT,Y
AZ02,UNATNDD,HELIPORT,Y
GXF,"ALL/ALL/DURG SKED RNG PERIODS ONLY",AIRPORT,Y
E63,UNATNDD,AIRPORT,Y-L
GEU,ALL/ALL/0630-1930,AIRPORT,Y-L
AZ61,ALL/ALL/ALL,AIRPORT,Y
67AZ,UNATNDD,HELIPORT,Y
1Z1,MAY-OCT/ALL/DALGT,AIRPORT,Y
1Z1,NOV-APR/UNATNDD/,AIRPORT,Y
L37,ALL/ALL/DALGT,AIRPORT,Y
GCN,"JUN 1 - SEP 30/ALL/0600-2000",AIRPORT,Y-L
GCN,"OCT 1 - MAY 31/ALL/0700-1900",AIRPORT,Y-L
1G4,ALL/ALL/DALGT,AIRPORT,Y
AZ36,UNATNDD,HELIPORT,Y
AZ35,UNATNDD,HELIPORT,
CFT,UNATTENDED,AIRPORT,Y-L
CMR,ALL/WED-SUN/0800-1500,AIRPORT,Y-L
81AZ,ALL/ALL/ALL,HELIPORT,
AZ90,UNATNDD,AIRPORT,Y
AZ80,ALL/ALL/ALL,HELIPORT,Y
2AZ0,ALL/MON-FRI/0900-1700,HELIPORT,Y-L
3AZ4,UNATNDD,HELIPORT,
AZ98,ALL/ALL/ALL,HELIPORT,Y
AZ96,UNATNDD,HELIPORT,Y
32AZ,ALL/ALL/ALL,HELIPORT,Y
AZ43,ALL/ALL/ALL,AIRPORT,Y
3AZ8,UNATNDD,AIRPORT,
P14,UNATNDD,AIRPORT,Y-L
AZ53,UNATNDD,HELIPORT,Y
AZ55,UNATNDD,HELIPORT,Y-L
AZ52,UNATNDD,HELIPORT,Y-L
3AZ5,UNATNDD,AIRPORT,Y
93AZ,ALL/ALL/0800-1700,AIRPORT,Y
2AZ1,UNATNDD,AIRPORT,Y
AZ62,UNATNDD,HELIPORT,N
62AZ,UNATNDD,AIRPORT,Y
AZ87,ALL/ALL/ALL,HELIPORT,N
AZ10,ALL/MON-FRI/0800-1700,HELIPORT,Y
0V7,UNATNDD,AIRPORT,Y
E67,ALL/MON-FRI/0900-1700,AIRPORT,Y
IGM,ALL/SAT-SUN/0600-1400,AIRPORT,Y-L
IGM,ALL/MON-FRI/0600-1600,AIRPORT,Y-L
AZ33,UNATNDD,HELIPORT,N
57AZ,"ON CALL",AIRPORT,Y-L
LGF,"CLSD HOL",AIRPORT,Y
LGF,ALL/MON-FRI/0600-1600,AIRPORT,Y
HII,ALL/ALL/0800-1700,AIRPORT,Y-L
AZ47,ALL/ALL/ALL,HELIPORT,Y
IFP,ALL/ALL/ALL,AIRPORT,Y-L
AZ15,IREG,HELIPORT,N
4AZ9,UNATNDD,AIRPORT,
LUF,ALL/FRI/1330-0130Z,AIRPORT,Y
LUF,ALL/MON-THU/1330-0530Z,AIRPORT,Y
5AZ0,UNATNDD,HELIPORT,
6AZ0,UNATNDD,HELIPORT,
AZ18,ALL/ALL/DALGT,HELIPORT,Y
AVQ,ALL/ALL/0700-1730,AIRPORT,Y-L
L41,ALL/ALL/DALGT,AIRPORT,Y
AZ22,ALL/ALL/ALL,HELIPORT,Y
69AZ,ALL/ALL/ALL,HELIPORT,Y-L
20E,UNATNDD,HELIPORT,Y
AZ34,UNATNDD,AIRPORT,
56AZ,UNATNDD,AIRPORT,Y
AZ74,ALL/ALL/ALL,HELIPORT,Y-L
06AZ,UNATNDD,HELIPORT,Y-L
08AZ,UNATNDD,HELIPORT,Y
2AZ4,ALL/ALL/ALL,AIRPORT,Y
AZ82,UNATNDD,AIRPORT,
19AZ,UNATNDD,AIRPORT,Y
23AZ,UNATNDD,AIRPORT,Y
AZ46,ALL/ALL/ALL,AIRPORT,Y
AZ56,UNATNDD,HELIPORT,Y-L
AZ00,OCT-APR/ALL/ALL,ULTRALIGHT,Y
5AZ6,UNATNDD,AIRPORT,Y
4AZ1,UNATNDD,HELIPORT,Y
AZ44,ALL/ALL/ALL,HELIPORT,Y
43AZ,UNATNDD,HELIPORT,Y
68AZ,UNATNDD,AIRPORT,Y
25AZ,UNATNDD,AIRPORT,
4AZ5,UNATNDD,HELIPORT,
OLS,ALL/ALL/0700-1900,AIRPORT,Y-L
AZ16,ALL/ALL/ALL,HELIPORT,Y
01MU,ALL/ALL/ALL,HELIPORT,Y-L
AZ01,UNATNDD,AIRPORT,Y
PGA,ALL/ALL/DALGT,AIRPORT,Y-L
29AZ,UNATNDD,AIRPORT,Y
AZ65,UNATNDD,HELIPORT,N
P18,"ALL/MON-FRI/1330-2300Z EXC HOL",HELIPORT,
4AZ6,UNATNDD,AIRPORT,Y
PAN,ALL/SAT-SUN/0700-1200,AIRPORT,Y-L
PAN,ALL/MON-FRI/0700-1600,AIRPORT,Y-L
L25,UNATNDD,AIRPORT,Y
5AZ3,UNATNDD,AIRPORT,Y
AZ07,ALL/MON-FRI/0730-1600,HELIPORT,Y
AZ24,UNATNDD,HELIPORT,Y
AZ99,UNATNDD,HELIPORT,Y-L
DVT,ALL/ALL/ALL,AIRPORT,Y-L
GYR,ALL/ALL/ALL,AIRPORT,Y-L
IWA,ALL/ALL/ALL,AIRPORT,Y
PHX,ALL/ALL/ALL,AIRPORT,Y-L
AZ57,UNATNDD,AIRPORT,
AZ84,UNATNDD,HELIPORT,Y-L
MZJ,ALL/ALL/0700-1530,AIRPORT,Y-L
3AZ1,UNATNDD,HELIPORT,
24AZ,UNATNDD,AIRPORT,Y
P10,UNATNDD,AIRPORT,N
55AZ,WINTER/MON-SAT/DAWN-DUSK,AIRPORT,Y
55AZ,SUMMER/ALL/DAWN-DUSK,AIRPORT,Y
PRC,ALL/ALL/0600-2200,AIRPORT,Y-L
7AZ4,UNATNDD,AIRPORT,Y
74AZ,UNATNDD,AIRPORT,Y
12AZ,UNATNDD,AIRPORT,Y
5AZ9,ALL/MON-THU/0830-1600,AIRPORT,Y
70AZ,IREG,HELIPORT,Y
48AZ,ALL/ALL/DALGT,AIRPORT,Y
AZ64,UNATNDD,AIRPORT,Y
59AZ,ALL/IREG/IREG,AIRPORT,N
50AZ,UNATNDD,AIRPORT,Y
AZ32,UNATNDD,AIRPORT,
44A,UNATNDD,AIRPORT,Y
AZ58,UNATNDD,HELIPORT,Y
14AZ,UNATNDD,AIRPORT,Y
RYN,ALL/M-F/0800-1700,AIRPORT,Y-L
RYN,ALL/SAT/0800-1700,AIRPORT,Y-L
SAD,"ALL/SUN/ON CALL",AIRPORT,Y-L
SAD,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
9AZ2,UNATNDD,AIRPORT,Y
5AZ5,UNATNDD,HELIPORT,Y
28AZ,ALL/ALL/0800-1700,AIRPORT,Y
P13,UNATNDD,AIRPORT,Y-L
44AZ,UNATNDD,AIRPORT,N
E77,UNATNDD,AIRPORT,Y-L
37AZ,ALL/MON-FRI/0800-1700,AIRPORT,Y
AZ13,ALL/FRI-SUN/0800-1800,AIRPORT,Y
SDL,ALL/ALL/ALL,AIRPORT,Y-L
SEZ,OCT-APR/ALL/0700-1700,AIRPORT,Y-L
SEZ,MAY-SEP/ALL/0700-1800,AIRPORT,Y-L
5AZ8,ALL/ALL/ALL,HELIPORT,Y
P23,UNATNDD,AIRPORT,Y-L
E78,UNATNDD,AIRPORT,N
AZ31,UNATNDD,AIRPORT,
AZ40,UNATNDD,AIRPORT,Y
SOW,JAN-DEC/ALL/0700-1900,AIRPORT,Y-L
FHU,ALL/MON-FRI/1400-2230Z,AIRPORT,Y-L
AZ89,ALL/ALL/ALL,HELIPORT,Y
02AZ,ALL/ALL/ALL,HELIPORT,Y-L
18AZ,ALL/ALL/0800-1600,AIRPORT,Y
54AZ,ALL/ALL/ALL,AIRPORT,Y
5AZ2,UNATNDD,HELIPORT,Y-L
71AZ,UNATNDD,HELIPORT,
JTC,ALL/ALL/0800-1600,AIRPORT,Y-L
1AZ7,UNATNDD,HELIPORT,
P19,UNATNDD,AIRPORT,Y
AZ54,UNATNDD,HELIPORT,Y-L
SJN,ALL/ALL/0700-1700,AIRPORT,Y-L
0AZ6,UNATNDD,HELIPORT,Y
65AZ,UNATNDD,HELIPORT,Y
09AZ,UNATNDD,AIRPORT,Y
AZ75,ALL/ALL/ALL,HELIPORT,Y
0AZ7,ALL/ALL/0600-1900,HELIPORT,Y
A20,ALL/ALL/0700-1800,AIRPORT,Y-L
E81,UNATNDD,AIRPORT,Y
TYL,ALL/MON-FRI/0730-1700,AIRPORT,Y-L
AZ73,ALL/ALL/ALL,HELIPORT,
U30,UNATNDD,AIRPORT,Y
AZ91,UNATNDD,HELIPORT,
3AZ7,UNATNDD,HELIPORT,
4AZ8,ALL/ALL/IREG,ULTRALIGHT,Y
03AZ,ALL/ALL/ALL,AIRPORT,N
AZ28,UNATNDD,AIRPORT,Y
P29,UNATNDD,AIRPORT,Y
AZ85,ALL/ALL/ALL,AIRPORT,Y
6AZ7,UNATNDD,HELIPORT,Y
AZ93,UNATNDD,HELIPORT,
AZ50,ALL/ALL/ALL,AIRPORT,Y
T03,UNATNDD,AIRPORT,Y-L
TUS,ALL/ALL/ALL,AIRPORT,Y-L
AZ37,ALL/ALL/ALL,HELIPORT,Y
AZ39,ALL/MON-FRI/0600-1630,HELIPORT,Y
AZ63,UNATNDD,AIRPORT,Y
AZ30,UNATNDD,HELIPORT,N
5AZ4,ALL/ALL/ALL,HELIPORT,Y
AZ70,UNATNDD,HELIPORT,Y
13AZ,IREG,ULTRALIGHT,Y
AZ20,UNATNDD,HELIPORT,N
22AZ,ALL/ALL/ALL,HELIPORT,Y-L
0AZ2,UNATNDD,AIRPORT,Y
AZ29,UNATNDD,HELIPORT,N
76AZ,UNATNDD,HELIPORT,Y
11AZ,ALL/ALL/ALL,AIRPORT,Y
61AZ,UNATNDD,ULTRALIGHT,
21AZ,UNATNDD,AIRPORT,Y
E24,NOV-MAR/MON-FRI/0800-1700,AIRPORT,N
E24,APR-OCT/MON-FRI/0700-1700,AIRPORT,N
E25,ALL/TUE-SAT/0700-1600,AIRPORT,Y-L
GAX,0/0/0,AIRPORT,
1AZ8,UNATNDD,AIRPORT,Y
45AZ,IREG,AIRPORT,Y
RQE,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
INW,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L
INW,ALL/MON-FRI/0700-1800,AIRPORT,Y-L
6AZ2,UNATNDD,AIRPORT,
52AZ,UNATNDD,AIRPORT,Y
AZ97,UNATNDD,AIRPORT,
01AZ,UNATNDD,HELIPORT,
51AZ,UNATNDD,HELIPORT,Y-L
16AZ,UNATNDD,AIRPORT,Y
33AZ,ALL/ALL/ALL,AIRPORT,Y
NYL,ALL/ALL/,AIRPORT,Y-L
05AZ,UNATNDD,HELIPORT,Y
0CL4,UNATNDD,HELIPORT,Y
CL25,UNATNDD,AIRPORT,Y
06CL,ALL/ALL/ALL,HELIPORT,Y
22CN,UNATNDD,HELIPORT,Y
7CA1,UNATNDD,AIRPORT,Y
52CL,ALL/ALL/ALL,AIRPORT,Y
A26,UNATNDD,AIRPORT,Y
10CN,ALL/ALL/ALL,HELIPORT,Y-L
39CN,UNATNDD,HELIPORT,Y
15CN,ALL/ALL/ALL,HELIPORT,Y-L
5CA7,UNATNDD,AIRPORT,Y
8CL4,ALL/ALL/ALL,HELIPORT,Y-L
L54,UNATNDD,AIRPORT,Y
L70,ALL/ALL/0800-1800,AIRPORT,Y
CL84,UNATNDD,AIRPORT,Y
CN33,UNATNDD,HELIPORT,Y
CL03,ALL/MON-FRI/0600-0900,HELIPORT,Y
54CN,UNATNDD,AIRPORT,Y
CA27,UNATNDD,HELIPORT,N
65CL,UNATNDD,AIRPORT,Y
M45,UNATNDD,AIRPORT,Y
3CN7,IREG,AIRPORT,
09CL,UNATNDD,AIRPORT,Y
CA65,ALL/ALL/DAWN-DUSK,HELIPORT,Y
AAT,ALL/ALL/0800-1700,AIRPORT,Y-L
70CL,UNATNDD,AIRPORT,Y
AHC,UNATNDD,AIRPORT,
CL10,UNATNDD,HELIPORT,Y
CN43,ALL/MON-FRI/0700-2100,HELIPORT,Y
1CL2,UNATNDD,AIRPORT,Y-L
S51,UNATNDD,AIRPORT,Y
2O3,ALL/SUN-FRI/0800-1700,AIRPORT,Y-L
4CL3,UNATNDD,AIRPORT,Y
CL40,UNATNDD,HELIPORT,Y
CN90,UNATNDD,HELIPORT,Y
APV,ALL/ALL/0800-1700,AIRPORT,Y-L
4CL9,UNATNDD,HELIPORT,Y-L
2CA0,MAY-OCT/ALL/0800-1800,HELIPORT,Y
CL91,UNATNDD,HELIPORT,Y-L
8CA2,ALL/ALL/ALL,HELIPORT,Y
AUN,ALL/ALL/0800-1800,AIRPORT,Y-L
CA69,ALL/ALL/ALL,GLIDERPORT,Y
80CA,UNATNDD,AIRPORT,N
0O2,UNATNDD,AIRPORT,Y-L
77CL,UNATNDD,AIRPORT,Y
L45,ALL/ALL/0700-1700,AIRPORT,Y-L
7CA5,UNATNDD,HELIPORT,Y
76CA,UNATNDD,HELIPORT,Y
44CL,ALL/MON-FRI/0700-1600,AIRPORT,Y
62CA,ALL/MON-FRI/ALL,HELIPORT,Y
CL19,ALL/ALL/ALL,HELIPORT,Y
99CN,UNATNDD,HELIPORT,Y
BNG,ALL/MON-FRI/0900-1530,AIRPORT,Y-L
CL17,ALL/ALL/ALL,HELIPORT,Y
DAG,ALL/ALL/0630-1700,AIRPORT,Y-L
9CA1,UNATNDD,HELIPORT,N
PAI,ALL/ALL/ALL,HELIPORT,Y
CA43,ALL/ALL/ALL,HELIPORT,Y-L
CA06,UNATNDD,AIRPORT,Y
BAB,ALL,AIRPORT,Y
73CA,UNATNDD,AIRPORT,N
CN45,UNATNDD,HELIPORT,Y
3CA3,UNATNDD,HELIPORT,Y-L
CA39,ALL/ALL/ALL,AIRPORT,Y
O85,ALL/ALL/0600-DUSK,AIRPORT,Y-L
2CA8,IREG,AIRPORT,Y
UDD,"ALL/ALL/SEE RMKS",AIRPORT,Y-L
02CA,UNATNDD,HELIPORT,Y
CL38,UNATNDD,HELIPORT,Y
84CA,UNATNDD,HELIPORT,N
BYS,ALL/ALL/ALL,AIRPORT,
L35,ALL/ALL/0800-1700,AIRPORT,Y-L
CN28,UNATNDD,HELIPORT,Y
37CA,UNATNDD,AIRPORT,Y
CL08,UNATNDD,HELIPORT,Y
BIH,ALL/ALL/0800-1700,AIRPORT,Y-L
2CA4,UNATNDD,AIRPORT,Y
CN35,UNATNDD,HELIPORT,Y
CA57,ALL/ALL/DALGT,AIRPORT,Y
0CA9,UNATNDD,AIRPORT,Y
BLU,UNATNDD,AIRPORT,Y-L
BLH,NOV-MAR/ALL/0800-1700,AIRPORT,Y-L
BLH,APR-OCT/ALL/0700-1600,AIRPORT,Y-L
80CL,UNATNDD,HELIPORT,Y
BUR,ALL/ALL/ALL,AIRPORT,Y-L
OKB,ALL/ALL/0900-1700,AIRPORT,Y-L
32CL,ALL/MON-SAT/0800-1700,AIRPORT,Y
26CA,UNATNDD,AIRPORT,Y
34CN,UNATNDD,AIRPORT,N
95CA,UNATNDD,AIRPORT,Y
CL77,ALL/ALL/ALL,AIRPORT,Y
D83,UNATNDD,AIRPORT,Y
CN13,ALL/MON-FRI/0800-1700,AIRPORT,Y
57CL,UNATNDD,AIRPORT,Y
58CL,UNATNDD,AIRPORT,Y
L08,ALL/ALL/0800-1600,AIRPORT,Y-L
24CL,UNATNDD,AIRPORT,Y
65CN,UNATNDD,AIRPORT,Y
18CL,ALL/ALL/ALL,AIRPORT,Y
POC,ALL/ALL/ALL,AIRPORT,Y-L
BWC,UNATNDD,AIRPORT,Y-L
SDM,ALL/ALL/0900-1700,AIRPORT,Y-L
2CL1,UNATNDD,AIRPORT,Y
O57,UNATNDD,AIRPORT,Y-L
1CN6,UNATNDD,HELIPORT,N
CCR,ALL/ALL/0700-1700,AIRPORT,Y-L
34CL,ALL/MON-FRI/0800-1700,HELIPORT,Y
CA01,ALL/ALL/0800-1600,HELIPORT,Y-L
A32,UNATNDD,AIRPORT,Y-L
C83,ALL/ALL/0700-1400,AIRPORT,
CCB,ALL/ALL/DALGT,AIRPORT,Y-L
CA90,UNATNDD,AIRPORT,Y
CPU,MAY-OCT/ALL/0700-1800,AIRPORT,Y-L
CPU,NOV-APR/ALL/0800-1700,AIRPORT,Y-L
CXL,ALL/ALL/0800-1700,AIRPORT,Y-L
L71,ALL/ALL/0800-1700,AIRPORT,Y-L
61CN,ALL/ALL/ALL,HELIPORT,Y
9CA5,UNATNDD,HELIPORT,N
A24,UNATNDD,AIRPORT,Y
ACV,"ALL/ALL /0400-2359",AIRPORT,Y-L
CL31,UNATNDD,HELIPORT,
CA19,ALL/ALL/DALGT,AIRPORT,Y
CMA,ALL/ALL/0700-2300,AIRPORT,Y-L
74CN,UNATNDD,AIRPORT,
O61,ALL/MON-FRI/0800-1700,AIRPORT,Y
CL29,UNATNDD,AIRPORT,Y
CL59,UNATNDD,HELIPORT,
CL78,UNATNDD,HELIPORT,
CL81,UNATNDD,HELIPORT,
CL66,UNATNDD,HELIPORT,
CL72,UNATNDD,HELIPORT,
4CA3,UNATNDD,HELIPORT,
NFG,ALL/FRI/1600-0100Z++,AIRPORT,
NFG,ALL/MON-THUR/1600-0800Z,AIRPORT,
7L1,ALL/ALL/ALL,HELIPORT,Y
CL63,UNATNDD,HELIPORT,
MER,ALL/ALL/0900-1800,AIRPORT,Y-L
AVX,ALL/ALL/0800-1700,AIRPORT,Y-L
AVX,,AIRPORT,Y-L
6CA3,ALL/ALL/DAWN-DUSK,HELIPORT,Y
CA46,UNATNDD,HELIPORT,Y
10CL,ALL/MON-FRI/0730-1730,HELIPORT,Y-L
CA40,ALL/ALL/ALL,AIRPORT,Y
84CL,UNATNDD,HELIPORT,Y
67CA,UNATNDD,AIRPORT,Y
STS,ALL/ALL/0600-2200,AIRPORT,Y-L
3CL5,UNATNDD,HELIPORT,
49X,UNATNDD,AIRPORT,Y-L
4CA6,UNATNDD,HELIPORT,Y
5CA1,UNATNDD,HELIPORT,Y
CIC,ALL/ALL/0700-1900,AIRPORT,Y-L
29CL,UNATNDD,HELIPORT,Y
7CL1,ALL/ALL/ALL,HELIPORT,Y-L
4CN7,ALL/ALL/ALL,HELIPORT,Y
4CA5,ALL/ALL/ALL,HELIPORT,Y-L
NID,ALL/SUN/2300-0100Z++,AIRPORT,
NID,ALL/MON-FRI/1530-0630Z++,AIRPORT,
CNO,ALL/ALL/ALL,AIRPORT,Y-L
L77,UNATNDD,AIRPORT,Y
2O6,UNATNDD,AIRPORT,Y-L
60CL,UNATNDD,AIRPORT,Y
9CL2,ALL/ALL/ALL,AIRPORT,N
CA97,UNATNDD,AIRPORT,Y
CA78,UNATNDD,HELIPORT,Y
4CA1,UNATNDD,HELIPORT,Y
87CL,UNATNDD,HELIPORT,Y
40CA,UNATNDD,HELIPORT,Y
75CA,UNATNDD,HELIPORT,Y
3CA9,UNATNDD,AIRPORT,N
20CA,ALL/ALL/DALGT,HELIPORT,N
CLR,UNATNDD,AIRPORT,Y
O60,ALL/ALL/0800-1700,AIRPORT,Y-L
O22,ALL/ALL/0800-1700,AIRPORT,Y-L
O08,ALL/ALL/DAWN-DUSK,AIRPORT,Y-L
2CL0,UNATNDD,HELIPORT,Y-L
22CA,ALL/ALL/0830-DUSK,"SEAPLANE BASE",Y
JMC,ALL/SAT-SUN/0600-2000,HELIPORT,Y
JMC,ALL/MON-FRI/0600-2000,HELIPORT,Y
CA72,ALL/ALL/ALL,HELIPORT,Y-L
CN51,ALL/ALL/ALL,HELIPORT,Y-L
CPM,ALL/ALL/ALL,AIRPORT,Y-L
2CA2,UNATNDD,AIRPORT,Y
02CL,IREG,AIRPORT,Y
43CN,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
0O4,ALL/ALL/0800-1700,AIRPORT,Y-L
AJO,ALL/MON-FRI/0700-1700,AIRPORT,Y-L
CA56,ALL/ALL/ALL,HELIPORT,Y-L
42CL,UNATNDD,HELIPORT,Y
CL95,UNATNDD,HELIPORT,Y
CA33,ALL/ALL/ALL,HELIPORT,Y-L
21CA,ALL/ALL/ALL,HELIPORT,Y
5CL8,UNATNDD,AIRPORT,Y
2CA3,ALL/ALL/IRREGULAR,AIRPORT,Y
46CN,ALL/THU-MON/0800-DUSK,AIRPORT,Y
77CA,UNATNDD,AIRPORT,N
