Site Id,Loc Id,ICAO Id,State Id,Sequence,Schedule
00751.44*H,AZ94,,AZ,1,UNATNDD
00751.45*H,AZ98,,AZ,1,ALL/ALL/ALL
00751.46*H,0AZ7,,AZ,1,ALL/ALL/0600-1900
00751.47*H,0AZ6,,AZ,1,UNATNDD
00751.49*H,3AZ4,,AZ,1,UNATNDD
00751.4*A,DVT,KDVT,AZ,1,ALL/ALL/ALL
00751.51*H,2AZ0,,AZ,1,ALL/MON-FRI/0900-1700
00751.52*H,AZ41,,AZ,1,ALL/ALL/ALL
00751.53*H,AZ02,,AZ,1,UNATNDD
00751.54*H,0AZ0,,AZ,1,ALL/ALL/ALL
00751.55*A,A39,,AZ,1,ALL/MON-FRI/0800-1700
00751.56*H,AZ99,,AZ,1,UNATNDD
00752.*H,P18,,AZ,1,ALL/MON-FRI/1330-2300Z EXC HOL
00753.*A,IWA,KIWA,AZ,1,ALL/ALL/ALL
00754.01*H,AZ74,,AZ,1,ALL/ALL/ALL
00754.*A,PHX,KPHX,AZ,1,ALL/ALL/ALL
00756.78*A,E37,,AZ,1,ALL/ALL/ALL
00761.*A,P10,,AZ,1,UNATNDD
00762.*A,25AZ,,AZ,1,UNATNDD
00763.08*A,AZ46,,AZ,1,ALL/ALL/ALL
00763.11*A,AZ27,,AZ,1,ALL/ALL/0900-1700
00763.*A,PRC,KPRC,AZ,2,ALL/ALL/0600-2200
00765.01*H,72AZ,,AZ,1,UNATNDD
00765.1*H,51AZ,,AZ,1,UNATNDD
00765.*H,AZ70,,AZ,1,UNATNDD
00768.01*A,5AZ3,,AZ,1,UNATNDD
00768.41*A,AZ63,,AZ,1,UNATNDD
00777.*A,48AZ,,AZ,1,ALL/ALL/DALGT
00778.7*A,50AZ,,AZ,1,UNATNDD
00780.01*H,AZ58,,AZ,1,UNATNDD
00782.01*H,1AZ3,,AZ,1,UNATNDD
00782.02*H,AZ44,,AZ,1,ALL/ALL/ALL
00782.5*A,09AZ,,AZ,1,UNATNDD
00782.*A,SAD,KSAD,AZ,1,ALL/MON-SAT/0800-1700
00782.*A,SAD,KSAD,AZ,2,ALL/SUN/ON CALL
00783.*A,SJN,KSJN,AZ,1,ALL/ALL/0700-1700
00785.01*A,0AZ2,,AZ,1,UNATNDD
00785.02*A,AZ40,,AZ,1,UNATNDD
00785.*A,2AZ1,,AZ,1,UNATNDD
00786.2*A,44A,,AZ,1,UNATNDD
00786.7*A,E77,,AZ,1,UNATNDD
00788.03*H,32AZ,,AZ,1,ALL/ALL/ALL
00788.04*H,AZ96,,AZ,1,UNATNDD
00788.05*H,5AZ0,,AZ,1,UNATNDD
00788.06*H,6AZ0,,AZ,1,UNATNDD
00788.07*H,7AZ0,,AZ,1,UNATNDD
00788.08*H,81AZ,,AZ,1,ALL/ALL/ALL
00788.31*H,5AZ8,,AZ,1,ALL/ALL/ALL
00788.3*A,SEZ,KSEZ,AZ,1,MAY-SEP/ALL/0700-1800
00788.3*A,SEZ,KSEZ,AZ,2,OCT-APR/ALL/0700-1700
00788.*A,SDL,KSDL,AZ,1,ALL/ALL/ALL
00791.1*A,P23,,AZ,1,UNATNDD
00791.2*A,52AZ,,AZ,1,UNATNDD
00793.*A,E78,,AZ,1,UNATNDD
00794.09*U,61AZ,,AZ,1,UNATNDD
00794.11*A,21AZ,,AZ,1,UNATNDD
00794.12*H,AZ75,,AZ,1,ALL/ALL/ALL
00794.17*H,AZ89,,AZ,1,ALL/ALL/ALL
00794.1*A,SOW,KSOW,AZ,2,JAN-DEC/ALL/0700-1900
00794.24*A,16AZ,,AZ,1,UNATNDD
00795.1*A,3AZ8,,AZ,1,UNATNDD
00796.*A,54AZ,,AZ,1,ALL/ALL/ALL
00797.511*A,AZ61,,AZ,1,ALL/ALL/ALL
00797.52*A,5AZ7,,AZ,1,UNATNDD
00797.5*A,55AZ,,AZ,1,SUMMER/ALL/DAWN-DUSK
00797.5*A,55AZ,,AZ,2,WINTER/MON-SAT/DAWN-DUSK
00797.*A,JTC,KJTC,AZ,1,ALL/ALL/0800-1600
00801.01*H,AR31,,AZ,1,UNATNDD
00801.41*H,3AZ6,,AZ,1,UNATNDD
00801.89*H,AZ15,,AZ,1,IREG
00801.*H,AZ08,,AZ,1,UNATNDD
00802.41*H,4AZ1,,AZ,1,UNATNDD
00802.*A,E81,,AZ,1,UNATNDD
00804.*A,TYL,KTYL,AZ,1,ALL/MON-FRI/0730-1700
00806.01*H,AZ73,,AZ,1,ALL/ALL/ALL
00806.04*H,3AZ7,,AZ,1,UNATNDD
00806.113*H,AZ59,,AZ,1,UNATNDD
00806.2*A,U30,,AZ,1,UNATNDD
00809.01*H,1AZ1,,AZ,1,ALL/MON-FRI/0800-1700
00809.02*H,1AZ7,,AZ,1,UNATNDD
00810.01*H,4AZ4,,AZ,1,IRREGULARLY
00810.24*H,6AZ7,,AZ,1,UNATNDD
00810.25*A,56AZ,,AZ,1,UNATNDD
00810.26*A,AZ85,,AZ,1,ALL/ALL/ALL
00810.27*A,99AZ,,AZ,1,UNATNDD
00810.28*H,43AZ,,AZ,1,UNATNDD
00810.29*U,13AZ,,AZ,1,IREG
00810.*A,P29,,AZ,1,UNATNDD
00811.12*A,T03,,AZ,1,UNATNDD
00812.03*A,74AZ,,AZ,1,UNATNDD
00812.05*H,AZ37,,AZ,1,ALL/ALL/ALL
00812.06*H,AZ84,,AZ,1,UNATNDD
00812.07*H,5AZ5,,AZ,1,UNATNDD
00812.08*H,5AZ4,,AZ,1,ALL/ALL/ALL
00812.09*H,70AZ,,AZ,1,IREG
00812.12*A,6AZ8,,AZ,1,UNATNDD
00813.2*H,65AZ,,AZ,1,UNATNDD
00813.3*G,AZ67,,AZ,2,ALL/FRI-SAT-SUN/0830-DUSK
00813.*A,AVQ,KAVQ,AZ,1,ALL/ALL/0700-1730
00816.*A,TUS,KTUS,AZ,1,ALL/ALL/ALL
00817.3*A,57AZ,,AZ,1,ON CALL
00818.01*H,01MU,,AZ,1,ALL/ALL/ALL
00818.61*H,AZ18,,AZ,1,ALL/ALL/DALGT
00818.*A,RYN,KRYN,AZ,2,ALL/SAT/0800-1700
00818.*A,RYN,KRYN,AZ,1,ALL/M-F/0800-1700
00821.01*A,AZ01,,AZ,1,UNATNDD
00822.97*A,AZ50,,AZ,1,ALL/ALL/ALL
00823.6*A,1Z1,,AZ,2,NOV-APR/UNATNDD/
00823.6*A,1Z1,,AZ,1,MAY-OCT/ALL/DALGT
00823.*A,E24,,AZ,1,APR-OCT/MON-FRI/0700-1700
00823.*A,E24,,AZ,2,NOV-MAR/MON-FRI/0800-1700
00825.21*A,AZ64,,AZ,1,UNATNDD
00825.2*A,23AZ,,AZ,1,UNATNDD
00825.3*H,AZ93,,AZ,1,UNATNDD
00827.3*A,E25,,AZ,1,ALL/TUE-SAT/0700-1600
00829.11*H,AZ16,,AZ,1,ALL/ALL/ALL
00829.12*A,AZ14,,AZ,1,ALL/ALL/ALL
00829.14*A,93AZ,,AZ,1,ALL/ALL/0800-1700
00829.2*A,4AZ9,,AZ,1,UNATNDD
00830.*A,P33,,AZ,1,"ALL/ALL/0800-1700, CLSD HOLS"
00831.*A,CMR,KCMR,AZ,3,ALL/WED-SUN/0800-1500
00833.1*A,RQE,KRQE,AZ,1,ALL/MON-FRI/0800-1700
00838.3*H,AZ65,,AZ,1,UNATNDD
00838.*A,INW,KINW,AZ,2,ALL/MON-FRI/0700-1800
00838.*A,INW,KINW,AZ,3,ALL/SAT-SUN/0800-1700
00840.11*A,58AZ,,AZ,1,UNATNDD
00840.1*A,24AZ,,AZ,1,UNATNDD
00840.41*A,AZ34,,AZ,1,UNATNDD
00841.13*H,05AZ,,AZ,1,UNATNDD
00841.2*A,LGF,KLGF,AZ,1,ALL/MON-FRI/0600-1600
00841.2*A,LGF,KLGF,AZ,2,CLSD HOL
00841.*A,NYL,KNYL,AZ,6,ALL/ALL/
00860.5*A,54AR,,AR,1,UNATNDD
00860.*A,M73,,AR,1,ALL/MON-FRI/0800-1700
00861.11*A,41AR,,AR,1,UNATNDD
00861.1*A,ADF,KADF,AR,1,ALL/M - F/0700-1730
00867.*A,CVK,KCVK,AR,1,ALL/MON-FRI/0800-1600
00871.11*A,M60,,AR,1,UNATNDD
00871.1*H,AR76,,AR,1,UNATNDD
00875.*A,M74,,AR,1,UNATNDD
00880.01*H,AR24,,AR,1,ALL/ALL/ALL
00880.*A,BVX,KBVX,AR,1,ALL/ALL/0730-1730
00880.*A,BVX,KBVX,AR,2,ALL/ALL/1730-0730
00882.*A,1AR0,,AR,1,UNATNDD
00884.*A,25AR,,AR,1,UNATNDD
00886.16*A,58AR,,AR,1,UNATTND
00886.39*A,SUZ,KSUZ,AR,1,ALL/MON-FRI/0800-1630
00886.41*H,04AR,,AR,1,UNATNDD
00886.82*H,27AR,,AR,1,UNATNDD
00886.8*A,VBT,KVBT,AR,2,APR-SEP/ALL/0700-1900
00886.8*A,VBT,KVBT,AR,1,OCT-MAR/ALL/0800-1700
00897.11*H,AR41,,AR,1,ALL/ALL/ALL
00897.12*H,AR51,,AR,1,UNATNDD
00897.13*A,17A,,AR,1,UNATTND
00897.1*A,4M1,,AR,1,ALL/WED - SUN/0800-1700
00899.5*A,AR13,,AR,1,UNATNDD
00901.11*H,AR30,,AR,1,ALL/ALL/ALL
00901.1*A,HKA,KHKA,AR,1,ALL/ALL/0730-1730
00901.*A,BYH,KBYH,AR,1,ALL/MON-FRI/0800-1700
00904.1*A,4M2,,AR,1,ALL/MON-FRI/0800-1700
00905.*A,15AR,,AR,1,UNATNDD
00906.*A,M36,,AR,2,OCT-FEB/MON-FRI/0800-1700
00906.*A,M36,,AR,1,MAR-SEP/MON-SAT/0800-1700
00907.02*A,62AR,,AR,1,UNATTND
00907.5*A,12XS,,AR,1,ALL/ALL/IREG
00909.02*A,3AR3,,AR,1,UNATNDD
00909.04*A,4AR1,,AR,1,UNATNDD
00909.05*A,4AR2,,AR,1,UNATNDD
00909.06*A,73AR,,AR,1,UNATNDD
00911.2*A,37T,,AR,1,UNATNDD
00912.01*H,AR42,,AR,1,ALL/ALL/ALL
00912.*A,CDH,KCDH,AR,1,ALL/ALL/UNATTENDED
00913.71*A,6AR1,,AR,1,UNATNDD
00913.8*A,2AR5,,AR,1,UNATNDD
00913.*A,4M3,,AR,2,UNATNDD
00914.01*A,AR03,,AR,1,UNATNDD
00914.96*A,28AR,,AR,1,UNATNDD
00915.5*G,4AR5,,AR,1,UNATNDD
00915.9*A,AR05,,AR,1,UNATNDD
00917.*A,4M8,,AR,1,ALL/MON-FRI/0800-1700
00918.01*H,AR02,,AR,1,UNATNDD
00918.*A,H35,,AR,1,ALL/ALL/DALGT
00920.01*H,31AR,,AR,1,UNATNDD
00920.02*A,2A2,,AR,1,UNATTENDED
00920.*A,CCA,KCCA,AR,1,ALL/MON-FRI/0800-1700
00922.*A,DRP,KDRP,AR,1,UNATNDD
00923.*A,7AR3,,AR,1,UNATNDD
00924.01*H,4AR3,,AR,1,UNATNDD
00924.02*A,AR88,,AR,1,UNATNDD
00924.03*A,AR06,,AR,1,UNATNDD
00924.05*A,CXW,KCXW,AR,1,ALL/ALL/0800-1800
00924.06*H,1AR3,,AR,1,UNATTND
00926.2*A,4M9,,AR,3,ALL/SUN/UNATTNDD
00926.2*A,4M9,,AR,1,ALL/MON-FRI/0700-1900
00926.2*A,4M9,,AR,2,ALL/SAT/0800-1200
00931.*A,61AR,,AR,1,UNATNDD
00932.8*A,1AR1,,AR,1,UNATNDD
00934.*A,0AR2,,AR,1,ALL/ALL/DALGT
00937.01*H,AR07,,AR,1,UNATNDD
00937.75*A,32A,,AR,1,UNATNDD
00937.7*H,50AR,,AR,1,12/365/24
00937.*A,CRT,KCRT,AR,2,ALL/MON-FRI/IREG
00938.01*H,AR32,,AR,1,UNATNDD
00939.*A,5M5,,AR,1,UNATNDD
00942.21*H,01AR,,AR,1,UNATNDD
00942.2*A,DEQ,KDEQ,AR,1,UNATNDD
00945.*A,4M5,,AR,1,UNATTENDED
00948.*A,1AR2,,AR,1,ALL/MON-SAT/0800-1700
00951.11*A,5M1,,AR,2,ALL/MON-FRI/0800-1700
00951.11*A,5M1,,AR,3,MAR-AUG/SAT/0700-1200
00951.19*A,49AR,,AR,1,UNATNDD
00951.1*H,AR59,,AR,1,UNATNDD
00952.*A,AR89,,AR,1,UNATNDD
00954.1*A,0M0,,AR,1,ALL/MON-FRI/0800-1700
00956.*A,63AR,,AR,1,UNATNDD
00963.01*H,AR47,,AR,1,UNATNDD
00963.02*H,AR48,,AR,1,ALL/ALL/ALL
00963.*A,F43,,AR,1,ALL/MON-FRI/0800-1700
00964.*A,ELD,KELD,AR,3,ALL/SAT/1030-1730
00964.*A,ELD,KELD,AR,1,ALL/MON-FRI/0600-1730
00964.*A,ELD,KELD,AR,2,ALL/SUN/1030-1730
00965.5*A,6AR0,,AR,1,UNATNDD
00968.2*A,17AR,,AR,1,UNATNDD
00972.42*A,7AR1,,AR,1,UNATNDD
00973.01*U,AR08,,AR,1,UNATNDD
00973.02*A,55AR,,AR,1,UNATNDD
00973.03*A,7AR0,,AR,1,UNATNDD
00973.04*A,18AR,,AR,1,UNATNDD
00973.*H,0AR9,,AR,1,UNATNDD
00975.01*A,XNA,KXNA,AR,1,ALL/ALL/ALL
00975.02*A,67AR,,AR,1,ALL/ALL/ALL
00975.06*H,4AR8,,AR,1,UNATNDD
00975.*A,FYV,KFYV,AR,2,ALL/SAT-SUN/0800-2000
00975.*A,FYV,KFYV,AR,1,ALL/MON-FRI/0600-2200
00977.08*A,48AR,,AR,1,UNATNDD
00978.01*A,45AR,,AR,1,UNATNDD
00978.*A,FLP,KFLP,AR,3,MAY - OCT/MON-SAT/0900-1500
00980.*A,6AR9,,AR,1,UNATNDD
00983.11*H,7AR5,,AR,1,UNATNDD
00983.1*A,5M4,,AR,1,UNATNDD
00985.01*H,AR72,,AR,1,UNATNDD
00985.*A,FCY,KFCY,AR,1,ALL/MON-FRI/0800-1700
00986.71*A,AZU,KAZU,AR,1,UNATNDD
00987.01*H,AR21,,AR,1,ALL/ALL/ALL
00987.03*H,AR40,,AR,1,UNATNDD
00987.*A,FSM,KFSM,AR,1,ALL/ALL/ALL
00988.7*A,40AR,,AR,1,UNATNDD
00995.*A,1AR5,,AR,1,UNATNDD
00997.5*A,70AR,,AR,1,UNATNDD
00999.01*A,AR09,,AR,1,UNATNDD
00999.36*A,12A,,AR,1,UNATNDD
00999.37*A,52AR,,AR,1,UNATNDD
00999.581*A,7AR2,,AR,1,UNATNDD
00999.582*A,33AR,,AR,1,UNATNDD
00999.583*A,30AR,,AR,1,UNATNDD
00999.58*A,1AR6,,AR,1,UNATNDD
00999.595*A,36AR,,AR,1,UNATNDD
00999.596*A,94AR,,AR,1,ALL/ALL/DAWN-DUSK
00999.8*A,3AR5,,AR,1,UNATNDD
00999.*H,0AR4,,AR,1,UNATNDD
01000.3*A,20AR,,AR,1,UNATNDD
01000.*A,5M8,,AR,1,UNATNDD
01001.32*A,0R6,,AR,1,UNATNDD
01002.01*H,AR80,,AR,1,ALL/ALL/ALL
01002.02*A,3AR2,,AR,1,ALL/ALL/ALL
01002.*A,HRO,KHRO,AR,1,ALL/ALL/0700-1900
01008.02*A,AR10,,AR,1,UNATNDD
01008.03*A,21AR,,AR,1,UNATNDD
01008.*A,6M0,,AR,1,ALL/ALL/DALGT
01010.01*A,3AR8,,AR,1,UNATNDD
01010.02*H,6AR4,,AR,1,ALL/ALL/ALL
01010.1*A,HBZ,KHBZ,AR,1,ALL/ALL/0800-1700
01015.01*H,AR77,,AR,1,UNATNDD
01015.2*A,75AR,,AR,1,UNATNDD
01015.6*A,06AR,,AR,1,UNATNDD
01015.*A,HEE,KHEE,AR,2,ALL/SAT/0800-1200
01015.*A,HEE,KHEE,AR,1,ALL/MON-FRI/DALGT
01016.2*A,2A6,,AR,1,ALL/MON-SAT/0800-1700
01016.*H,2AR9,,AR,1,UNATNDD
01019.03*H,1AR7,,AR,1,UNATNDD
01019.*A,M18,,AR,1,ALL/MON-FRI/0800-1700
01021.5*A,6M2,,AR,1,UNATNDD
01022.21*H,11AR,,AR,1,UNATNDD
01022.22*H,0AR6,,AR,1,ALL/ALL/ALL
01022.23*A,77AR,,AR,1,UNATNDD
01023.*A,HOT,KHOT,AR,1,ALL/ALL/0500-2200
01027.*A,H34,,AR,1,UNATNDD
01028.21*A,LRF,KLRF,AR,3,ALL/ALL/ALL
01028.2*A,79AR,,AR,1,UNATNDD
01028.7*H,22AR,,AR,1,UNATNDD
01035.11*H,0AR5,,AR,1,ALL/ALL/ALL
01035.13*A,23AR,,AR,1,UNATNDD
01035.1*H,AR60,,AR,1,ALL/ALL/ALL
01035.*A,JBR,KJBR,AR,1,ALL/ALL/0600-2100
01039.*A,05AR,,AR,1,UNATNDD
01042.*A,3M0,,AR,1,ALL/ALL/0630 - 2100
01043.11*H,AR61,,AR,1,UNATNDD
01043.1*A,M32,,AR,2,ALL/SAT/0700-1200
01043.1*A,M32,,AR,1,ALL/MON-FRI/0700-1700
01056.01*H,AR29,,AR,1,UNATNDD
01056.02*H,5AR5,,AR,1,ALL/ALL/ALL
01056.03*H,AR45,,AR,1,ALL/ALL/ALL
01056.04*H,5AR6,,AR,1,UNATNDD
01056.07*H,6AR3,,AR,1,UNATNDD
01056.08*H,6AR7,,AR,1,ALL/ALL/ALL
01056.09*A,3AR6,,AR,1,UNATNDD
01056.11*H,AR62,,AR,1,ALL/ALL/ALL
01056.18*H,56AR,,AR,1,UNATNDD
01056.*A,LIT,KLIT,AR,1,ALL/ALL/ALL
01060.02*A,1AR9,,AR,1,ALL/ALL/ALL
01060.03*A,2AR0,,AR,1,UNATNDD
01060.04*A,39AR,,AR,1,UNATNDD
01064.01*A,3AR7,,AR,1,UNATNDD
01064.7*A,24AR,,AR,1,UNATNDD
01064.*A,AR91,,AR,1,ALL/ALL/ALL
01069.11*H,09AR,,AR,1,UNATNDD
01069.1*A,AGO,KAGO,AR,1,ALL/MON-FRI/0800-1700
01071.11*H,03AR,,AR,1,UNATNDD
01071.1*A,M78,,AR,1,ALL/MON-FRI/0730-1630
01074.*A,MXA,KMXA,AR,1,ALL/ALL/DALGT
01075.13*A,1AR4,,AR,1,UNATTND
01076.11*A,6M7,,AR,1,ALL/MON-FRI/DALGT
01076.11*A,6M7,,AR,2,ALL/SAT/SR-1200
01076.1*A,3AR0,,AR,1,UNATNDD
01076.41*A,34AR,,AR,1,UNATNDD
01076.4*A,6M8,,AR,1,IREG
01076.61*A,4A5,,AR,1,UNATNDD
01076.65*A,12AR,,AR,1,UNATNDD
01076.7*A,AR34,,AR,1,UNATNDD
01076.87*A,AR46,,AR,1,ALL/MON-SAT/0900-1700
01076.88*A,2AR4,,AR,1,UNATNDD
01077.11*H,AR63,,AR,1,UNATNDD
01077.1*A,7M1,,AR,1,FEB - OCT/MON-FRI/0800-1700
01080.*A,42A,,AR,1,ALL/MON-SAT/DALGT
01081.*A,MEZ,KMEZ,AR,1,ALL/ALL/DAWN-DUSK
01096.01*H,AR85,,AR,1,ALL/ALL/ALL
01096.*A,LLQ,KLLQ,AR,1,ALL/MON-FRI/0800-1700
01101.11*A,AR43,,AR,1,UNATNDD
01101.12*H,AR65,,AR,1,UNATNDD
01101.1*A,BDQ,KBDQ,AR,1,ALL/ALL/0800-1800
01101.2*A,07AR,,AR,1,ALL/ALL/0700-1800
01101.3*A,MPJ,KMPJ,AR,2,UNATNDD
01104.41*H,5AR9,,AR,1,UNATNDD
01104.42*H,42AR,,AR,1,UNATNDD
01104.43*A,76AR,,AR,1,UNATNDD
01104.4*A,BPK,KBPK,AR,1,ALL/MON-FRI/0700-1700
01107.22*H,2AR3,,AR,1,UNATNDD
01107.2*A,7M2,,AR,1,UNATNDD
01108.13*A,02AR,,AR,1,UNATNDD
01108.1*A,7M3,,AR,1,ALL/MON-FRI/0900 - 1600
01108.4*H,AR66,,AR,1,UNATNDD
01109.11*A,M77,,AR,1,UNATNDD
01109.1*H,0AR8,,AR,1,UNATNDD
01109.7*A,19AR,,AR,1,UNATNDD
01110.01*H,AR92,,AR,1,UNATNDD
01110.02*A,43AR,,AR,1,UNATNDD
01110.*A,M19,,AR,1,ALL/MON-FRI/0800-1700
01110.*A,M19,,AR,2,ALL/SAT/0800-1200
01118.01*A,AR55,,AR,1,UNATNDD
01118.*A,ORK,KORK,AR,1,ALL/ALL/0800-DUSK
01120.*A,8AR1,,AR,1,UNATNDD
01126.11*H,AR67,,AR,1,ALL/ALL/ALL
01126.2*A,7M4,,AR,1,UNATNDD
01128.05*A,2AR1,,AR,1,UNATTND
01128.1*A,51AR,,AR,1,UNATNDD
01128.*A,7M5,,AR,1,UNATTNDD
01129.4*A,AR17,,AR,1,IREG
01132.1*A,3AR9,,AR,1,UNATNDD
01132.2*H,AR95,,AR,1,UNATNDD
01132.*A,PGR,KPGR,AR,1,ALL/MON-FRI/0700-1600
01134.1*A,7M6,,AR,1,UNATNDD
01141.51*H,AR73,,AR,1,UNATNDD
01141.5*A,7M7,,AR,1,UNATNDD
01142.1*H,13AR,,AR,1,UNATNDD
01142.*A,PBF,KPBF,AR,1,ALL/ALL/0800-1800
01144.71*H,AR53,,AR,1,ALL/ALL/ALL
01144.7*A,M70,,AR,1,ALL/ALL/0800-1700
01147.01*A,AR93,,AR,1,UNATNDD
01152.1*A,4F7,,AR,1,UNATNDD
01153.8*A,7M8,,AR,1,UNATNDD
01156.01*H,AR36,,AR,1,ALL/ALL/ALL
01156.03*A,AR11,,AR,1,UNATNDD
01156.09*H,53AR,,AR,1,UNATNDD
01156.*A,ROG,KROG,AR,2,ALL/SAT-SUN/0700-1900
01156.*A,ROG,KROG,AR,1,ALL/MON-FRI/0400-2100
01159.*A,AR12,,AR,1,UNATNDD
01161.11*H,4AR0,,AR,1,UNATNDD
01161.1*A,RUE,KRUE,AR,5,NOV-MAR/M-F/0730-1730
01161.1*A,RUE,KRUE,AR,4,ALL/SAT-SUN/0800-1800
01161.1*A,RUE,KRUE,AR,6,MAR-NOV/M-F/0730-1830
01162.*A,2AR2,,AR,1,UNATNDD
01163.01*H,AR68,,AR,1,UNATNDD
01163.*A,7M9,,AR,1,UNATNDD
01165.01*H,29AR,,AR,1,UNATNDD
01165.02*H,AR78,,AR,1,UNATNDD
01165.03*H,AR33,,AR,1,UNATNDD
01165.04*A,26AR,,AR,1,UNATNDD
01165.*A,SRC,KSRC,AR,1,ALL/ALL/0700-1800
01168.01*A,9M8,,AR,1,UNATNDD
01168.71*A,99A,,AR,1,UNATNDD
01168.7*A,AR22,,AR,1,UNATNDD
01170.11*H,AR69,,AR,1,UNATNDD
01170.12*A,38AR,,AR,1,ALL/ALL/1000-1700
01170.1*A,SLG,KSLG,AR,2,ALL/MON-FRI/0800-1700
01176.01*H,0AR0,,AR,1,UNATNDD
01176.02*H,14AR,,AR,1,UNATNDD
01176.7*A,16AR,,AR,1,UNATNDD
01176.*A,ASG,KASG,AR,1,ALL/ALL/0600-2100
01180.*A,55M,,AR,1,UNATNDD
01182.*A,4F8,,AR,1,UNATNDD
01185.1*H,32AR,,AR,1,UNATNDD
01186.*A,SGT,KSGT,AR,2,FEB-OCT/MON-FRI/0800-1600
01186.*A,SGT,KSGT,AR,1,NOV-JAN/ALL/0800-2000
01188.01*A,AR44,,AR,1,UNATNDD
01188.11*H,AR37,,AR,1,ALL/ALL/ALL
01188.19*A,57AR,,AR,1,UNATTND
01188.51*A,AR79,,AR,1,ALL/MON-FRI/0800-1700
01188.5*A,5AR1,,AR,1,ALL/MON-SAT/0700-1900
01188.*A,TXK,KTXK,AR,1,ALL/ALL/0600-2200
01189.5*A,5AR2,,AR,1,IREG
01190.*H,AR87,,AR,1,UNATNDD
01195.51*A,M27,,AR,1,UNATNDD
01197.01*H,AR20,,AR,1,UNATNDD
01197.*A,ARG,KARG,AR,1,ALL/M-F/0800-1700
01200.11*H,AR70,,AR,1,UNATNDD
01200.1*A,3M9,,AR,1,UNATNDD
01201.1*A,5AR7,,AR,1,MAY-AUG/IREG/IREG
01201.*A,8M2,,AR,1,UNATNDD
01203.*A,AR27,,AR,1,UNATNDD
01206.2*A,AWM,KAWM,AR,1,ALL/MON-FRI/0700-1900
01206.2*A,AWM,KAWM,AR,2,ALL/SAT-SUN/0800-1700
01207.*A,10AR,,AR,1,UNATNDD
01208.*A,05XS,,AR,1,UNATNDD
01209.*A,9AR4,,AR,1,UNATNDD
01211.01*H,AR74,,AR,1,UNATNDD
01211.51*H,3AR1,,AR,1,UNATNDD
01213.01*H,26CN,,CA,1,UNATNDD
01216.15*H,CA12,,CA,1,ALL/ALL/ALL
01216.1*A,11CL,,CA,1,ALL/ALL/ALL
01216.2*A,52CL,,CA,1,ALL/ALL/ALL
01216.*A,0CL1,,CA,1,ALL/FRI - SAT/1100-1700
01217.*A,A26,,CA,1,UNATNDD
01218.*A,L54,,CA,1,UNATNDD
01219.01*H,CL59,,CA,1,UNATNDD
01219.*A,L70,,CA,1,ALL/ALL/0800-1800
01228.01*H,CA08,,CA,1,UNATNDD
01228.*H,9CA9,,CA,1,UNATNDD
01232.*A,1CA6,,CA,1,UNATNDD
01234.12*A,A24,,CA,1,UNATNDD
01234.13*A,CA06,,CA,1,UNATNDD
01234.*A,AAT,KAAT,CA,1,ALL/ALL/0800-1700
01241.13*H,CL45,,CA,1,UNATNDD
01241.17*H,3CN4,,CA,1,UNATNDD
01241.21*H,CN43,,CA,1,ALL/MON-FRI/0700-2100
01242.1*A,53CL,,CA,1,UNATNDD
01244.13*H,16CL,,CA,1,IREG
01244.8*A,2O3,,CA,1,ALL/SUN-FRI/0800-1700
01247.6*A,54CL,,CA,1,IREG/ALL/DALGT
01248.11*A,27CA,,CA,1,ALL/ALL/ALL
01248.12*H,79CA,,CA,1,UNATNDD
01248.1*A,APV,KAPV,CA,2,ALL/ALL/0800-1700
01250.1*A,55CL,,CA,1,ALL/MON-FRI/0700-1900
01255.1*A,ACV,KACV,CA,1,ALL/ALL /0400-2359
01266.1*A,5CL8,,CA,1,UNATNDD
01272.4*A,5CL9,,CA,1,UNATNDD
01272.51*H,CL91,,CA,1,UNATNDD
01273.1*H,8CA2,,CA,1,ALL/ALL/ALL
01273.*A,AUN,KAUN,CA,1,ALL/ALL/0800-1800
01276.2*C,L11,,CA,1,ALL/ALL/DALGT
01276.*A,AVX,KAVX,CA,2,
01276.*A,AVX,KAVX,CA,1,ALL/ALL/0800-1700
01280.*G,CA69,,CA,1,ALL/ALL/ALL
01283.05*H,1CN6,,CA,1,UNATNDD
01283.06*H,CA48,,CA,1,UNATNDD
01286.1*A,0O2,,CA,1,UNATNDD
01289.1*A,L45,,CA,1,ALL/ALL/0700-1700
01289.41*H,CL61,,CA,1,UNATNDD
01289.42*H,CL60,,CA,1,ALL/ALL/ALL
01289.4*H,28CN,,CA,1,ALL/ALL/ALL
01289.5*A,81CA,,CA,1,ALL/FRI-SUN/0800-DUSK
01291.1*A,7CA2,,CA,1,UNATNDD
01291.*A,BFL,KBFL,CA,1,ALL/ALL/ALL
01293.*H,7CA5,,CA,1,UNATNDD
01297.1*H,60CN,,CA,1,UNATNDD
01297.*A,BNG,KBNG,CA,1,ALL/MON-FRI/0900-1530
01299.84*H,CL17,,CA,1,ALL/ALL/ALL
01299.85*H,5CA2,,CA,1,UNATNDD
01299.86*H,9CA1,,CA,1,UNATNDD
01299.87*A,00CA,,CA,1,UNATNDD
01299.8*A,5CA4,,CA,1,UNATNDD
01303.*A,73CA,,CA,1,UNATNDD
01307.*A,O02,,CA,1,ALL/ALL/0800-1900
01309.6*H,CN26,,CA,1,ALL/MON-THURS/0700-1730
01318.*A,O55,,CA,1,UNATNDD
